5.375096200000000124e+01 -3.532242600000000010e+01 1.959852981567382812e+01 1.959852981567382812e+01 1.959852981567382812e+01 1.846868515014648438e+01 1.788397789001464844e+01 1.750595283508300781e+01 5.182365894317626953e+00 2.582128334045410156e+01 2.511423873901367188e+01 2.484277725219726562e+01 2.384780502319335938e+01 2.298257827758789062e+01 2.258420181274414062e+01 2.512451362609863281e+01 2.441775512695312500e+01 2.414449119567871094e+01
5.377199300000000193e+01 -3.545095700000000249e+01 2.274156188964843750e+01 2.274156188964843750e+01 2.274156188964843750e+01 7.547178745269775391e+00 7.258028030395507812e+00 7.267717361450195312e+00 8.645564079284667969e+00 2.768602561950683594e+01 2.715531158447265625e+01 2.685015487670898438e+01 2.506517791748046875e+01 2.421225357055664062e+01 2.391956329345703125e+01 2.698883056640625000e+01 2.645863914489746094e+01 2.615101242065429688e+01
5.379811099999999868e+01 -3.532292999999999950e+01 1.970165634155273438e+01 1.970165634155273438e+01 1.970165634155273438e+01 1.579501056671142578e+01 1.597127437591552734e+01 1.564892578125000000e+01 4.683057308197021484e+00 2.543227195739746094e+01 2.488462448120117188e+01 2.464599037170410156e+01 2.353587722778320312e+01 2.260617256164550781e+01 2.239667129516601562e+01 2.473937606811523438e+01 2.418935394287109375e+01 2.394923019409179688e+01
5.387682499999999663e+01 -3.525171499999999725e+01 1.943663787841796875e+01 1.943663787841796875e+01 1.943663787841796875e+01 2.502002906799316406e+01 2.698424530029296875e+01 2.622300529479980469e+01 5.763824939727783203e+00 2.636409950256347656e+01 2.572619438171386719e+01 2.550272941589355469e+01 2.414230155944824219e+01 2.367794036865234375e+01 2.344258880615234375e+01 2.566644668579101562e+01 2.502903938293457031e+01 2.480780410766601562e+01
5.392819200000000279e+01 -3.533833500000000072e+01 1.727259445190429688e+01 1.727259445190429688e+01 1.727259445190429688e+01 4.081321716308593750e+01 4.055201339721679688e+01 4.006254577636718750e+01 4.600410938262939453e+00 2.522336387634277344e+01 2.460346984863281250e+01 2.435667991638183594e+01 2.333452415466308594e+01 2.249818038940429688e+01 2.245880126953125000e+01 2.452499771118164062e+01 2.390414047241210938e+01 2.365760803222656250e+01
5.399121000000000237e+01 -3.534795700000000096e+01 2.010260009765625000e+01 2.010260009765625000e+01 2.010260009765625000e+01 1.281614208221435547e+01 1.281563282012939453e+01 1.275411415100097656e+01 5.428858757019042969e+00 2.547754287719726562e+01 2.490963554382324219e+01 2.466543960571289062e+01 2.382639884948730469e+01 2.319483184814453125e+01 2.296727752685546875e+01 2.477638053894042969e+01 2.421232414245605469e+01 2.396837997436523438e+01
5.400755500000000353e+01 -3.531074499999999716e+01 2.192567443847656250e+01 2.192567443847656250e+01 2.192567443847656250e+01 8.910493850708007812e+00 8.579228401184082031e+00 9.145435333251953125e+00 6.240578174591064453e+00 2.648667335510253906e+01 2.561493873596191406e+01 2.569201278686523438e+01 2.463458442687988281e+01 2.378129768371582031e+01 2.357426261901855469e+01 2.579147148132324219e+01 2.491823959350585938e+01 2.499724388122558594e+01
5.401670299999999969e+01 -3.538873999999999853e+01 1.764325523376464844e+01 1.764325523376464844e+01 1.764325523376464844e+01 3.953337478637695312e+01 3.879357147216796875e+01 3.752193069458007812e+01 5.066445827484130859e+00 2.543583869934082031e+01 2.480741882324218750e+01 2.453507995605468750e+01 2.288958549499511719e+01 2.214283180236816406e+01 2.194197082519531250e+01 2.473626708984375000e+01 2.410922050476074219e+01 2.383590507507324219e+01
5.415523999999999916e+01 -3.538587100000000163e+01 1.912977027893066406e+01 1.912977027893066406e+01 1.912977027893066406e+01 2.593888092041015625e+01 2.550650405883789062e+01 2.582570075988769531e+01 5.506410598754882812e+00 2.639231300354003906e+01 2.576464653015136719e+01 2.549218559265136719e+01 2.190849113464355469e+01 2.120072555541992188e+01 2.078591728210449219e+01 2.569468307495117188e+01 2.506613922119140625e+01 2.479438972473144531e+01
5.417918300000000187e+01 -3.543553899999999857e+01 1.882964897155761719e+01 1.882964897155761719e+01 1.882964897155761719e+01 3.080876922607421875e+01 3.089653396606445312e+01 3.054265594482421875e+01 6.226092815399169922e+00 2.605617141723632812e+01 2.542633628845214844e+01 2.520745658874511719e+01 2.368353843688964844e+01 2.347267150878906250e+01 2.299729537963867188e+01 2.536028671264648438e+01 2.472706222534179688e+01 2.451524543762207031e+01
5.424927699999999930e+01 -3.534328099999999750e+01 1.980314445495605469e+01 1.980314445495605469e+01 1.980314445495605469e+01 2.075052452087402344e+01 2.138967704772949219e+01 2.046104812622070312e+01 5.893753051757812500e+00 2.597397041320800781e+01 2.559077072143554688e+01 2.527952384948730469e+01 2.299722480773925781e+01 2.236932182312011719e+01 2.198212051391601562e+01 2.527805328369140625e+01 2.489310836791992188e+01 2.458091735839843750e+01
