175839409 359.793893 1.554095
149153966 7.611159 1.597898
295070050 17.320783 1.882873
264754887 25.659663 0.664841
248990318 25.512297 2.085334
76918536 32.003077 1.394459
319512090 41.392495 1.132143
320688272 41.884718 0.552214
328944182 43.294714 1.378887
178384927 316.708068 1.403891
195542951 320.062592 1.383854
211782587 325.699333 0.679067
95139398 340.762915 1.111719
112194289 346.087963 1.057585
129982905 351.234015 0.296782
134828913 353.722602 1.207298
182514632 3.728824 -0.162689
157838097 10.204473 -0.340527
289758802 15.727989 -0.150453
302087936 18.712385 -0.815830
221234037 21.226893 0.739352
250006908 26.207580 0.263486
324647749 42.567918 0.069310
327112000 43.506873 0.007692
210530411 325.318211 -0.688117
73240174 333.125320 -0.189093
77866756 335.098077 0.310262
99399384 341.188380 -0.192207
199508178 6.045695 -1.590569
149256949 8.263497 -0.634255
275115940 11.665007 -1.449750
287353404 14.310431 -1.421123
294900356 17.271918 -1.282894
294916937 17.367284 -1.664679
296845153 17.486822 -0.566156
296852941 17.697272 -0.746876
296440249 17.560084 -1.547429
304946395 19.162268 -1.613633
116736355 36.738458 -1.921899
313345085 39.648180 -0.633725
334304497 44.692499 -1.993651
70739980 331.712084 -1.667819
120539204 348.101417 -1.815345
150784475 348.212767 -1.010563
120412507 348.773691 -1.773693
129852253 351.299344 -1.783148
158299936 356.754999 -1.371117
189382166 4.608623 -2.907251
189392072 4.523247 -3.124104
148497937 7.705121 -2.874006
155082530 9.254250 -2.314877
278065644 12.583322 -1.745806
287624038 15.252011 -2.034353
301520674 18.439448 -2.379168
216901139 20.627096 -1.720047
221542118 21.699545 -1.744932
221604822 21.165768 -2.418369
224339919 22.213789 -2.170380
230606385 23.298073 -2.216480
88246129 33.168728 -2.158916
92027653 33.466514 -2.372818
103725506 35.028853 -3.160042
316430471 41.022064 -1.703766
327909653 43.226654 -1.674942
199671881 321.976834 -1.406217
215423007 327.459939 -1.998799
120562636 348.030230 -2.425506
140171494 359.706478 -2.385281
149815975 8.731138 -2.713434
281380286 13.512173 -2.928972
281491976 13.374141 -3.243322
299908365 14.389890 -4.134311
224830526 22.106493 -3.128587
152915781 32.839132 -3.648438
130349846 38.330305 -3.466259
328452024 43.072412 -3.875683
182366147 2.158347 -5.219932
145786038 7.368285 -4.826223
290218416 15.692611 -5.154444
266811822 25.791496 -5.031056
253332549 26.790560 -5.630917
64543746 30.430302 -4.773641
101119402 34.497147 -4.275956
323588471 42.592638 -4.512397
143519821 4.709467 -6.016318
149494912 8.112521 -5.130768
150088088 9.221478 -5.915183
152749802 8.970208 -6.303741
282375403 13.835605 -5.486736
283748605 14.379953 -5.291647
306165290 18.962912 -5.964203
261473264 28.809931 -6.127361
316452495 40.460686 -5.715723
188707824 4.845017 -7.461578
62024567 29.805030 -7.023297
79416258 32.252814 -7.955096
102524959 34.794013 -7.730009
307608158 38.315477 -6.595001
318018811 40.930169 -6.921863
257363482 27.730643 -9.127996
227454732 23.242874 -9.724852
107512379 35.379631 -10.103512
150951391 34.128878 -10.380181
324691631 42.669191 -10.835167
337687724 45.298282 -10.607315
336763658 45.059264 -11.185264
341211903 46.666381 -10.770982
309955608 38.800980 -12.257480
352831435 40.527119 -12.355009
342647709 47.482711 -12.301219
356029760 19.976381 -13.747202
236595148 24.824112 -12.522558
258327792 27.863864 -12.606912
69388599 31.096645 -14.255102
316358957 40.214904 -13.199097
234163272 24.216511 -13.699396
261926262 29.207666 -15.409424
62525020 30.224887 -14.421999
317862855 40.871552 -14.587241
331279531 43.835097 -13.987959
331294825 43.728051 -14.297140
338119115 45.705061 -14.185121
380388063 57.591916 -15.346597
382758743 57.954993 -13.942559
308306987 37.984152 -17.256097
337841630 46.052539 -16.482117
228407221 22.863931 -17.998313
329754726 42.979781 -18.096091
507658301 66.961679 -18.875074
481924852 73.474086 -18.100744
393084743 73.640799 -17.914116
392974360 75.380353 -17.703918
225575657 22.112132 -19.313255
269378389 26.426161 -20.133300
128586863 37.195475 -19.120156
307232222 38.203003 -18.705846
318166753 40.560451 -19.399820
472573726 68.875065 -18.605542
473879030 69.473798 -19.895866
484238878 72.146833 -19.808346
412824534 76.534418 -19.078412
412334470 77.145316 -20.400321
416174289 77.544608 -18.676245
438122289 83.319392 -19.003463
445098981 85.842178 -19.261592
272826975 10.521623 -20.439866
90681209 33.087136 -20.607667
116369682 36.176759 -25.444207
119235558 37.273130 -26.206607
307842021 39.007878 -25.253587
336942346 44.867182 -26.926840
329904296 48.321806 -25.980530
329610085 48.022462 -26.047552
351577903 50.074965 -25.696841
353786020 50.774870 -26.911291
378111160 56.693247 -25.103512
378776510 56.707001 -25.535166
378796670 56.478103 -25.899116
385800125 59.090766 -25.040807
494518149 70.094800 -26.230367
492970650 73.718965 -25.514327
418502487 78.124643 -25.726984
432881100 82.059718 -26.277329
353100870 20.273920 -26.773253
314877684 40.008165 -27.427407
347507269 49.139026 -28.295246
480776467 72.080038 -27.636262
440093851 84.097484 -27.252933
441819381 84.635461 -27.066315
442754824 85.413610 -26.335501
442768060 85.249362 -26.564611
443688217 85.549946 -26.793177
446222724 86.307016 -26.517315
463621921 88.408325 -27.714318
449356487 89.152183 -26.791634
156584993 9.348919 -28.468066
222534211 21.714707 -29.203715
68332067 31.000738 -29.052658
68341907 31.353375 -29.246057
117537505 36.085325 -29.488481
355568204 50.123455 -28.954836
360614025 51.580833 -28.341627
390305629 61.833520 -28.307146
472813020 68.248857 -28.746981
499757452 70.553911 -27.773573
431006037 81.012778 -29.028688
434523801 83.522965 -28.425078
443137934 84.819452 -27.846906
289063008 15.568345 -31.100568
298520124 17.789800 -29.538983
301552598 17.629364 -30.072918
232300860 24.112246 -30.137015
79010266 32.279920 -29.841738
88177537 33.050836 -29.409844
343486934 47.060358 -29.864603
340130322 48.322124 -29.713663
359424520 51.137909 -30.182961
368425406 53.081962 -30.012948
368471261 54.348280 -30.054285
372423210 56.018431 -29.989975
490172050 60.273225 -29.144121
486275166 61.495034 -30.306312
498455835 65.970762 -29.798345
498426601 66.608294 -29.407088
501811661 66.993011 -30.358173
508695864 69.459458 -30.615358
495468517 70.865023 -29.969251
498720839 71.423364 -29.374608
459362129 88.261186 -29.699375
459380382 87.679614 -29.972916
453957987 91.080439 -29.548983
144415720 6.056809 -30.728737
270573913 10.550265 -31.650535
284867875 14.160921 -31.786104
297806168 17.727422 -31.645360
305657907 18.656306 -31.476209
357826572 19.509508 -30.188743
353520422 19.164487 -31.903098
353543661 19.210730 -32.315030
217075514 20.583700 -30.917266
228166292 22.747160 -31.355510
88783211 33.062083 -32.101200
93298115 33.429873 -31.381786
103533684 34.533747 -31.451878
117311080 36.421754 -32.391294
316094282 40.160002 -31.043475
289083405 15.420056 -31.499428
304530325 18.417778 -32.025667
304532885 18.536933 -32.070896
235598839 24.572835 -33.310586
257106834 26.751277 -31.559417
81680790 32.689743 -33.454912
103185509 35.198000 -33.409224
342317594 47.093579 -32.804854
391750368 58.051323 -32.321851
498378177 65.849351 -32.344205
502170188 71.720463 -34.039060
426665284 79.842919 -32.730098
441469367 85.635564 -32.226734
454061618 86.834592 -32.642122
