354.695790 -48.794976 
354.612048 -48.803157 
354.441259 -49.355412 
354.929494 -49.410284 
354.699757 -49.826275 
354.537851 -50.021509 
355.298080 -50.083253 
355.972180 -49.505828 
355.688514 -49.912477 
355.709089 -50.570903 
356.765762 -48.574901 
356.690934 -49.411337 
356.752750 -49.682185 
357.719263 -48.636140 
357.803244 -49.071418 
358.039025 -49.476529 
358.022981 -50.078471 
358.416555 -50.326105 
358.670801 -49.229315 
358.853466 -50.143498 
359.780108 -50.146071 
359.911322 -50.999445 
359.929711 -51.185828 
0.316454 -52.615016 
0.660762 -50.990175 
0.744286 -51.440634 
1.277521 -51.513139 
0.552875 -51.551800 
1.423902 -51.763585 
1.543437 -51.822972 
0.939982 -51.933852 
0.441554 -51.961600 
0.499472 -51.966509 
1.311325 -51.969983 
0.880064 -52.029299 
1.314707 -52.180155 
1.969234 -50.355226 
2.282645 -50.365154 
1.784435 -50.450979 
2.173439 -50.467456 
1.859152 -50.480401 
1.704053 -50.502923 
1.853486 -50.549961 
1.857430 -50.550665 
1.436749 -50.666509 
1.684265 -50.743923 
1.383063 -50.893914 
1.381208 -50.900295 
1.526891 -51.391376 
3.176684 -49.911306 
2.719122 -50.041209 
2.510667 -50.691865 
2.576589 -50.819581 
3.058551 -51.315174 
2.531507 -51.657585 
3.322160 -50.114024 
3.268886 -50.193819 
0.028005 -51.794895 
0.227342 -52.232482 
3.730900 -52.157278 
3.981594 -52.573113 
4.115287 -51.023158 
4.279447 -51.294130 
4.452786 -51.320871 
4.645432 -51.403301 
4.517843 -52.382833 
5.020615 -50.842026 
5.830195 -51.085039 
4.971345 -51.162614 
5.501305 -51.171601 
4.885549 -51.415773 
4.955378 -51.526098 
5.073478 -51.565220 
5.621858 -50.301172 
6.633681 -50.609863 
6.341302 -50.630635 
5.827830 -50.789556 
5.943111 -50.992105 
6.407783 -51.039052 
6.680910 -51.100871 
6.654043 -51.097301 
7.797172 -50.930641 
7.744252 -51.140456 
7.231702 -51.173850 
7.761175 -51.615686 
7.486827 -51.773274 
7.575254 -51.875913 
7.627197 -52.250819 
8.614294 -50.623792 
8.891316 -50.715933 
8.236390 -50.943329 
9.344786 -51.116235 
8.501522 -51.140653 
8.598462 -51.236214 
9.004660 -51.318939 
9.284868 -50.143296 
9.203961 -50.669526 
10.068268 -50.763053 
10.084802 -50.765413 
9.671850 -51.023064 
9.915586 -50.072349 
10.743607 -51.939177 
10.946370 -50.983690 
10.777569 -51.156629 
11.085179 -51.221724 
10.707288 -51.262046 
10.791283 -51.457104 
11.425929 -51.493326 
10.717081 -51.739538 
10.709869 -51.738852 
11.710555 -51.796825 
11.786630 -52.193474 
10.916647 -52.255670 
11.527018 -50.676841 
11.989717 -50.735923 
12.167212 -51.072372 
12.167664 -51.070397 
12.899318 -50.113367 
13.332885 -50.678923 
13.136801 -50.743037 
13.138099 -50.740588 
12.805312 -50.787457 
12.803886 -50.787030 
13.601945 -50.564364 
14.260954 -52.264163 
14.315712 -52.358634 
13.988028 -51.574975 
15.303315 -51.784082 
15.500325 -51.861342 
14.988440 -52.220273 
14.477418 -52.437959 
15.770545 -50.423822 
14.893599 -50.785528 
15.681495 -50.991319 
15.404614 -51.256917 
16.181269 -51.304464 
15.851048 -51.515624 
16.182106 -51.529302 
15.663407 -51.808362 
15.571799 -51.866434 
15.594699 -51.935939 
16.391997 -50.391020 
15.851657 -50.578492 
15.949850 -50.658312 
16.489931 -50.810200 
16.866931 -51.037414 
17.171042 -51.111063 
16.877499 -51.364443 
17.609312 -51.101474 
17.684707 -51.547520 
17.513411 -51.581909 
18.051514 -51.926071 
18.738355 -52.281746 
18.972712 -50.819332 
19.041956 -51.004153 
19.541960 -50.254935 
19.014782 -50.296412 
19.642650 -51.839684 
19.979770 -50.341693 
19.515045 -50.647830 
19.430666 -50.806299 
21.843419 -51.921449 
21.895480 -51.932190 
22.562324 -50.864041 
21.959262 -51.009859 
23.156742 -50.094256 
22.851985 -51.076018 
22.854699 -51.077277 
22.887305 -51.094573 
22.668564 -51.154771 
22.298789 -51.174551 
22.814593 -51.290850 
22.741754 -51.300124 
22.833882 -51.352622 
22.914886 -50.421544 
23.494221 -50.531247 
22.743824 -50.615485 
23.609629 -50.609351 
23.432526 -50.787561 
23.331552 -50.856407 
22.558920 -52.093376 
23.356525 -51.521077 
23.112181 -51.667247 
23.112820 -51.666777 
23.742937 -50.461632 
25.371795 -51.647533 
25.870056 -50.396128 
25.505321 -51.818876 
25.427777 -52.318559 
26.104917 -50.120409 
25.889753 -51.028057 
26.069315 -51.304241 
26.025488 -51.348554 
25.992478 -51.505714 
25.950299 -51.630051 
26.766799 -50.755520 
26.979077 -50.992787 
26.577796 -51.742175 
26.478680 -51.755548 
26.630147 -50.036427 
26.909960 -51.046388 
27.448801 -51.393971 
26.964730 -51.484181 
26.593338 -51.601745 
28.572425 -51.112528 
28.004672 -51.243343 
28.798126 -52.473040 
29.311566 -50.738291 
28.692349 -51.909668 
28.825803 -51.924348 
28.919895 -51.940273 
28.865771 -52.169915 
29.021546 -52.301759 
29.136954 -51.435554 
29.286067 -51.514741 
29.729409 -51.558231 
29.097827 -51.629317 
28.921266 -51.639594 
30.116348 -50.329725 
29.997766 -50.427658 
29.673170 -50.467296 
29.782846 -50.722933 
29.682342 -50.712946 
29.702510 -50.709440 
29.892708 -50.724407 
29.573027 -50.996390 
30.240699 -51.781601 
30.168305 -51.814917 
29.970226 -51.881844 
29.968529 -49.955804 
30.216400 -50.231423 
30.036119 -50.279466 
30.436147 -51.085155 
30.400827 -51.573466 
32.005201 -51.676627 
32.665833 -50.559937 
32.654178 -50.693838 
31.898144 -50.964489 
32.106552 -51.915062 
32.061875 -52.002554 
32.073849 -52.056577 
31.983660 -52.115072 
33.153392 -50.171761 
32.591309 -50.279559 
32.527716 -51.259954 
32.838894 -51.447426 
33.329127 -51.492923 
32.968525 -51.656835 
32.572264 -52.456735 
33.526188 -50.270449 
33.611041 -51.755178 
33.142380 -51.748332 
33.135688 -52.105698 
34.020493 -51.194240 
33.555437 -51.368069 
35.026601 -51.080386 
35.559595 -51.337949 
35.487478 -51.456214 
