14.961656 -60.867879 
16.343330 -60.102787 
15.817125 -61.124252 
17.346444 -59.575011 
17.451547 -60.493208 
16.543523 -60.822057 
16.545608 -60.820715 
17.780052 -60.180138 
17.838168 -60.246823 
18.283516 -60.330682 
18.173329 -60.372468 
18.757140 -60.953454 
19.274805 -59.902297 
19.272984 -59.901377 
19.172218 -60.268960 
18.528591 -60.282147 
19.010202 -61.100554 
19.764483 -61.225761 
18.898465 -61.307861 
19.054451 -61.404719 
19.053659 -61.403869 
19.176179 -61.629776 
20.211188 -59.548907 
19.909042 -59.909368 
20.922176 -59.964763 
21.001658 -60.133204 
21.096275 -60.155606 
20.201376 -61.134711 
21.485764 -59.269646 
21.447524 -59.386219 
21.446277 -59.386794 
22.748655 -60.486141 
23.114882 -60.550192 
23.021309 -60.859601 
24.586876 -60.349369 
24.375099 -60.444738 
24.226870 -60.449775 
23.863978 -60.622922 
25.108397 -59.647105 
25.293806 -59.196477 
26.275523 -60.608389 
26.278050 -60.608088 
26.633474 -60.522562 
27.772682 -60.429854 
27.568422 -60.507300 
27.731791 -60.533810 
28.536064 -61.358119 
28.952451 -61.378869 
28.048709 -60.757695 
29.255472 -59.402179 
28.974081 -59.526126 
29.375460 -61.145222 
29.403872 -61.224958 
29.154269 -61.434060 
29.706530 -60.487109 
29.984293 -60.833128 
30.446742 -59.887382 
30.570667 -60.005291 
31.094753 -60.072498 
30.513734 -60.217178 
29.999276 -60.292199 
33.163022 -61.089091 
32.827556 -60.443001 
32.459846 -60.532461 
32.940026 -60.585705 
32.941569 -60.586741 
33.101405 -60.790443 
33.531053 -59.827182 
34.132462 -59.136800 
34.630687 -61.065598 
33.553744 -61.353802 
33.695491 -61.382634 
35.211545 -60.714985 
33.849629 -60.825730 
34.449079 -60.916614 
34.665208 -59.820770 
35.197534 -60.018385 
34.211296 -60.049472 
34.122998 -60.191240 
34.536821 -59.457957 
37.794680 -60.355293 
37.953751 -60.511894 
37.107837 -60.990179 
37.698010 -59.699164 
38.201609 -59.715612 
37.467554 -59.980126 
38.058479 -60.057156 
37.378406 -60.127550 
38.089910 -59.392948 
38.469313 -59.490537 
38.428304 -59.558600 
38.487884 -61.090343 
38.356599 -61.141565 
38.451022 -61.415734 
38.410306 -61.441703 
37.990950 -61.842765 
38.599000 -59.173198 
38.936333 -59.532850 
38.582747 -59.561224 
38.327308 -59.626277 
38.850098 -59.692351 
38.462188 -59.769801 
39.376915 -59.972316 
39.090051 -60.052767 
39.786469 -60.536800 
41.864311 -60.460070 
42.336904 -60.509445 
41.441178 -60.813078 
42.935721 -60.352723 
42.856212 -60.435809 
43.642901 -60.746608 
43.762945 -61.095581 
43.668410 -59.519413 
43.716568 -59.749015 
